"Name","smiles","Total.Molweight","Molweight","Monoisotopic.Mass","cLogP","cLogS","H.Acceptors","H.Donors","Total.Surface.Area","Relative.PSA","Polar.Surface.Area","Druglikeness","Mutagenic","Tumorigenic","Reproductive.Effective","Irritant","Shape.Index","Molecular.Flexibility","Molecular.Complexity","Fragments","Non.H.Atoms","Non.C.H.Atoms","Metal.Atoms","Electronegative.Atoms","Stereo.Centers","Rotatable.Bonds","Rings.Closures","Small.Rings","Aromatic.Rings","Aromatic.Atoms","sp3.Atoms","Symmetric.atoms","Amides","Amines","Alkyl.Amines","Aromatic.Amines","Aromatic.Nitrogens","Basic.Nitrogens","Acidic.Oxygens","DataSet"
"3,6-diphenylcyclohexane-1,2,4-triol","OC1CC(C=2C=CC=CC2)C(O)C(O)C1C=3C=CC=CC3",284.354,284.354,284.141245,2.9845,-3.419,3,3,214.83,0.18294,60.69,-0.18,"none","none","none","none",0.57143,0.36246,0.78055,1,21,3,0,3,5,2,3,3,2,12,9,4,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-methylcyclopent-2-ene-1-thione","S=C1C=C(C)CC1",112.196,112.196,112.03467,1.2218,-0.419,0,0,97.2,0.28807,32.09,-1.8509,"none","none","none","none",0.71429,0,0.7993,1,7,1,0,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-chloro-6-methylpyridin-3-amine","ClC=1N=C(C=CC1N)C",142.589,142.589,142.029775,1.0827,-1.764,2,1,108.22,0.24247,38.91,-1.8163,"none","none","none","none",0.66667,0,0.76113,1,9,3,0,3,0,0,1,1,1,6,1,0,0,1,0,1,1,0,0,"NewGeroprotectors"
"2-sulfanyl-1H-indole-3-carbaldehyde","O=CC1=C(S)NC=2C=CC=CC21",177.227,177.227,177.024834,1.6707,-3.334,2,1,132.83,0.37371,71.66,-4.5311,"none","none","none","none",0.58333,0.10625,0.75722,1,12,3,0,3,0,1,2,2,2,9,1,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"3-(1-hydroxyethyl)azetidin-2-one","O=C1NCC1C(O)C",115.131,115.131,115.063329,-0.8038,-0.598,3,2,86.58,0.43428,49.33,2.4796,"none","none","none","none",0.625,0.50806,0.74893,1,8,3,0,3,2,1,1,1,0,0,5,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"2-methylpyrrolidine-2-carboxylic acid","O=C(O)C1(NCCC1)C",129.158,129.158,129.078979,-2.3145,-0.817,3,2,99.51,0.37785,49.33,0.38423,"none","none","none","none",0.55556,0.48191,0.83305,1,9,3,0,3,1,1,1,1,0,0,7,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"quinazolin-4-amine","N=1C=NC=2C=CC=CC2C1N",145.165,145.165,145.063997,1.0874,-2.714,3,1,113.9,0.32669,51.8,-1.9084,"none","none","none","none",0.54545,0,0.69052,1,11,3,0,3,0,0,2,2,2,10,0,0,0,0,0,0,2,0,0,"NewGeroprotectors"
"4-(2-fluorophenyl)-1,3-thiazol-2-amine","FC=1C=CC=CC1C=2N=C(SC2)N",194.233,194.233,194.031396,2.4586,-3.517,2,1,142.59,0.32681,67.15,1.4404,"none","none","none","none",0.61538,0.3672,0.64441,1,13,4,0,4,0,1,2,2,2,11,0,0,0,0,0,0,1,1,0,"NewGeroprotectors"
"2-(dimethylamino)acetamide","O=C(N)CN(C)C",102.136,102.136,102.079313,-1.4034,0.342,3,1,88.35,0.36061,46.33,3.131,"none","none","none","none",0.71429,0.77731,0.53648,1,7,3,0,3,0,2,0,0,0,0,4,1,1,1,1,0,0,1,0,"NewGeroprotectors"
"Pycnarrhine","OC=1C=C2C(=CC1OC)CC[NH+](C)C2",194.253,194.253,194.118104,-1.1471,-1.201,3,2,166.25,0.24475,33.9,-2.1864,"none","none","none","none",0.64286,0.23459,0.7268,1,14,3,0,3,1,1,2,2,1,6,8,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"N-(4-chlorophenyl)-2-oxopropanethioamide","O=C(C(=S)NC1=CC=C(Cl)C=C1)C",213.688,213.688,213.001511,1.8437,-3.553,2,1,162.86,0.32236,61.19,0.0015012,"none","none","none","none",0.69231,0.45027,0.61059,1,13,4,0,4,0,2,1,1,1,6,2,2,0,0,0,0,0,0,0,"NewGeroprotectors"
"2,5-dimethylhex-3-yne-2,5-diol","OC(C#CC(O)(C)C)(C)C",142.197,142.197,142.09938,1.1446,-3.13,2,2,125.86,0.20817,40.46,-6.6861,"none","none","none","none",0.6,0.44667,0.57565,1,10,2,0,2,0,1,0,0,0,0,8,6,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-hydroxy-1,2,3,4-tetrahydronaphthalene-1,4-dione","O=C1C=2C=CC=CC2C(=O)C(O)C1",176.171,176.171,176.047345,0.8627,-2.671,3,1,127.87,0.3064,54.37,1.5272,"none","none","none","none",0.53846,0.18712,0.73452,1,13,3,0,3,1,0,2,2,1,6,3,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-benzyl-2-sulfanylidene-1,3-thiazolidin-4-one","O=C1N(C(=S)SC1)CC=2C=CC=CC2",223.319,223.319,223.012554,0.7018,-2.631,2,0,165.53,0.37504,77.7,2.8139,"none","none","none","none",0.57143,0.48329,0.60487,1,14,4,0,4,0,2,2,2,1,6,4,2,1,0,0,0,0,0,0,"NewGeroprotectors"
"2-amino-3-(tert-butyldisulfanyl)propanoic acid","O=C(O)C(N)CSSC(C)(C)C",209.333,209.333,209.054419,-0.7874,-2.088,3,2,154.55,0.49427,113.92,-19.751,"none","none","none","none",0.66667,0.85928,0.49698,1,12,5,0,5,1,5,0,0,0,0,10,2,0,1,1,0,0,1,1,"NewGeroprotectors"
"1H,2H,3H-pyrido[2,3-b][1,4]thiazin-2-one","O=C1NC2=CC=CN=C2SC1",166.204,166.204,166.020083,-0.7599,-1.552,3,1,118.98,0.44512,67.29,1.3969,"none","none","none","none",0.63636,0.16151,0.72179,1,11,4,0,4,0,0,2,2,1,6,2,0,1,0,0,0,1,0,0,"NewGeroprotectors"
"5H,6H,7H-thieno[3,2-b]thiopyran-7-one","O=C1C=2SC=CC2SCC1",170.256,170.256,169.986005,1.1649,-3.206,1,0,118.46,0.4296,70.61,1.3521,"none","none","none","none",0.5,0.19097,0.79406,1,10,3,0,3,0,0,2,2,1,5,3,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"N-(4-methylphenyl)(methylsulfanyl)carbothioamide","S=C(SC)NC1=CC=C(C=C1)C",197.325,197.325,197.033289,2.577,-3.461,1,1,159.44,0.35719,69.42,-1.271,"none","none","none","none",0.75,0.47297,0.52258,1,12,3,0,3,0,2,1,1,1,6,4,2,0,0,0,0,0,0,0,"NewGeroprotectors"
"8-hydroxy-8-(trifluoromethyl)-5,7-diazaspiro[3.5]nonane-6-thione","FC(F)(F)C1(O)NC(=S)NC2(CCC2)C1",240.248,240.248,240.054417,1.2226,-2.774,3,3,153.8,0.41625,76.38,-10.863,"none","none","none","none",0.46667,0.34858,0.72502,1,15,7,0,7,1,1,2,2,0,0,9,3,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-azaniumyl-3-(4-fluorophenyl)propanoate","O=C(O)CC(N)C1=CC=C(F)C=C1",183.181,183.181,183.069557,-1.4967,-1.706,3,2,138.49,0.29901,63.32,-1.9981,"none","none","none","none",0.69231,0.54147,0.6307,1,13,4,0,4,1,3,1,1,1,6,4,2,0,1,1,0,0,1,1,"NewGeroprotectors"
"N'-hydroxybenzenecarboximidamide","ON=C(N)C=1C=CC=CC1",136.154,136.154,136.063663,1.3683,-2.08,3,2,111.1,0.35896,58.61,-1.6648,"none","none","none","none",0.7,0.41467,0.55452,1,10,3,0,3,0,1,1,1,1,6,1,2,0,0,0,0,0,0,0,"NewGeroprotectors"
"but-3-ynoic acid","O=C(O)CC#C",84.0738,84.0738,84.02113,-0.2238,-1.053,2,1,75.17,0.34775,37.3,-3.0449,"none","none","none","none",0.83333,0.65898,0.80472,1,6,2,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,"NewGeroprotectors"
"2-aminobutane-1,3-diol","OCC(N)C(O)C",105.136,105.136,105.078979,-1.4821,-0.295,3,3,85.74,0.48367,66.48,-7.2101,"none","none","none","none",0.71429,0.79369,0.69315,1,7,3,0,3,2,2,0,0,0,0,7,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"N-phenylmethoxycarbothioamide","S=C(OC)NC=1C=CC=CC1",167.231,167.231,167.040484,1.9632,-2.357,2,1,139.69,0.35407,53.35,-0.57932,"none","none","none","none",0.72727,0.38132,0.55452,1,11,3,0,3,0,2,1,1,1,6,3,2,0,0,0,0,0,0,0,"NewGeroprotectors"
"pyrimidin-2-amine","N=1C=CC=NC1N",95.1047,95.1047,95.048347,-0.2114,-0.959,3,1,79.3,0.46923,51.8,-1.9084,"none","none","none","none",0.71429,0,0.69315,1,7,3,0,3,0,0,1,1,1,6,0,2,0,0,0,0,2,0,0,"NewGeroprotectors"
"N-(3-cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)acetamide","N#CC1=C(SC2=C1CCCC2)NC(=O)C",220.295,220.295,220.067033,2.4119,-3.983,3,1,173.92,0.3359,81.13,-6.5938,"none","none","none","none",0.53333,0.10376,0.78413,1,15,4,0,4,0,1,2,2,1,5,5,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"2-[(3-aminopropyl)amino]ethane-1-thiol","SCCNCCCN",134.246,134.246,134.087768,-0.5268,-1.265,2,2,118.14,0.41764,76.85,-7.4149,"none","none","none","none",1,0.66053,0.53648,1,8,3,0,3,0,5,0,0,0,0,8,0,0,2,2,0,0,2,0,"NewGeroprotectors"
"2-(thiolan-2-yl)acetic acid","O=C(O)CC1SCCC1",146.209,146.209,146.04015,0.8031,-1.618,2,1,109.13,0.3998,62.6,0.41467,"none","none","none","none",0.66667,0.46275,0.64124,1,9,3,0,3,1,2,1,1,0,0,7,0,0,0,0,0,0,0,1,"NewGeroprotectors"
"4-amino-6-methyl-decahydroquinolin-1-ium-2-yl","N[C]1[CH][CH][NH2+][C]2[CH][CH][C]([CH][C]12)C",160.219,160.219,160.100048,0.4876,-2.126,2,2,58.41,0.39394,42.63,-3.8619,"none","none","none","none",0.58333,0.38889,0.72397,1,12,2,0,2,4,0,2,2,0,0,12,0,0,2,2,0,0,2,0,"NewGeroprotectors"
"4-methylpyridine-3-carboxamide","O=C(N)C=1C=NC=CC1C",136.154,136.154,136.063663,0.0899,-1.254,3,1,110.55,0.35531,55.98,-0.73309,"none","none","none","none",0.6,0.3819,0.71107,1,10,3,0,3,0,1,1,1,1,6,1,0,1,0,0,0,1,0,0,"NewGeroprotectors"
"2-[2-(azaniumylmethyl)cyclohexyl]acetate","O=C(O)CC1CCCCC1CN",171.239,171.239,171.125929,-1.2826,-1.784,3,2,140.18,0.29541,63.32,-5.5239,"none","none","none","none",0.58333,0.63981,0.60626,1,12,3,0,3,2,3,1,1,0,0,10,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"4-(aminomethyl)-2-methoxyphenol","OC1=CC=C(C=C1OC)CN",153.18,153.18,153.078979,0.2488,-1.298,3,2,124.15,0.30906,55.48,-1.7169,"none","none","none","none",0.63636,0.36143,0.6993,1,11,3,0,3,0,2,1,1,1,6,5,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"2-iodobenzene-1,3,5-triol","IC=1C(O)=CC(O)=CC1O",252.003,252.003,251.928343,1.0596,-1.744,3,3,118.59,0.33139,60.69,-0.95319,"none","none","none","none",0.6,0,0.66644,1,10,4,0,4,0,0,1,1,1,6,3,3,0,0,0,0,0,0,0,"NewGeroprotectors"
"5-ethoxythiomorpholin-3-one","O=C1NC(OCC)CSC1",161.224,161.224,161.051049,-0.0951,-1.146,3,1,122.74,0.42358,63.63,-0.57484,"none","none","none","none",0.7,0.35625,0.63561,1,10,4,0,4,1,2,1,1,0,0,7,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"N-methyl-1,3-benzothiazol-2-amine","N1=C(SC=2C=CC=CC12)NC",164.232,164.232,164.040818,2.109,-2.643,2,1,126.28,0.33885,53.16,0.34808,"none","none","none","none",0.63636,0.12928,0.69315,1,11,3,0,3,0,1,2,2,2,9,1,0,0,0,0,0,1,1,0,"NewGeroprotectors"
"2-amino-4,6-difluorophenol","FC=1C=C(F)C(O)=C(N)C1",145.108,145.108,145.03392,0.8382,-2.024,2,2,100.83,0.28136,46.25,-3.2189,"none","none","none","none",0.6,0,0.7167,1,10,4,0,4,0,0,1,1,1,6,1,0,0,1,0,1,0,0,0,"NewGeroprotectors"
"{[(adamantan-1-yl)amino](methyliminiumyl)methyl}sulfanide","SC(=NC)NC12CC3CC(CC(C3)C1)C2",224.371,224.371,224.134718,2.2505,-3.932,2,1,166.02,0.27455,63.19,-1.4748,"none","none","none","none",0.53333,0.35081,0.64441,1,15,3,0,3,0,1,3,4,0,0,12,6,0,0,0,0,0,1,0,"NewGeroprotectors"
"(4-bromophenyl)thiourea","S=C(N)NC1=CC=C(Br)C=C1",231.117,231.117,229.951329,1.8627,-3.139,2,2,144.58,0.37854,70.14,-2.7399,"none","none","none","none",0.72727,0.39866,0.63561,1,11,4,0,4,0,1,1,1,1,6,1,2,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-methoxypyridin-3-ol","OC1=CC=CN=C1OC",125.127,125.127,125.047679,0.5944,-1.068,3,1,100.63,0.33857,42.35,-1.6883,"none","none","none","none",0.66667,0.28257,0.74893,1,9,3,0,3,0,1,1,1,1,6,3,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"2,6-dimethylpyridin-3-ol","OC1=CC=C(N=C1C)C",123.154,123.154,123.068414,1.1088,-1.261,2,1,102.89,0.23394,33.12,-1.946,"none","none","none","none",0.66667,0,0.76113,1,9,2,0,2,0,0,1,1,1,6,3,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"4-[(hydroxyimino)methyl]phenol","ON=CC1=CC=C(O)C=C1",137.138,137.138,137.047679,1.8686,-2.019,3,2,110.72,0.34059,52.82,-0.92873,"none","none","none","none",0.8,0.35807,0.55452,1,10,3,0,3,0,1,1,1,1,6,2,2,0,0,0,0,0,0,0,"NewGeroprotectors"
"[3,5-bis(hydroxymethyl)phenyl]methanol","OCC=1C=C(C=C(C1)CO)CO",168.191,168.191,168.078645,-0.1323,-1.268,3,3,133.59,0.29418,60.69,-2.2456,"none","none","none","none",0.58333,0.42151,0.59725,1,12,3,0,3,0,3,1,1,1,6,6,8,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-(methylamino)hexanoic acid","O=C(O)C(NC)CCCC",145.201,145.201,145.110279,-0.9407,-1.132,3,2,127.36,0.29523,49.33,-6.0569,"none","none","none","none",0.7,0.67709,0.65976,1,10,3,0,3,1,5,0,0,0,0,8,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"4,6-dimethyl-1,3,5-dithiazinane","S1CSC(NC1C)C",149.281,149.281,149.033289,2.6313,-2.262,1,1,109.72,0.42326,62.63,0.28793,"none","none","none","none",0.625,0.3606,0.67701,1,8,3,0,3,2,0,1,1,0,0,8,3,0,0,0,0,0,1,0,"NewGeroprotectors"
"2-(pyridin-2-yl)ethanethioamide","S=C(N)CC1=NC=CC=C1",152.221,152.221,152.040818,0.2711,-1.836,2,1,127.01,0.42705,71,-2.0908,"none","none","none","none",0.7,0.48882,0.6271,1,10,3,0,3,0,2,1,1,1,6,2,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"2-(piperidin-4-yl)acetic acid","O=C(O)CC1CCNCC1",143.185,143.185,143.094629,-1.8715,-1.03,3,2,116.86,0.32175,49.33,0.5285,"none","none","none","none",0.7,0.58771,0.52781,1,10,3,0,3,0,2,1,1,0,0,8,2,0,1,1,0,0,1,1,"NewGeroprotectors"
"2-(3-bromophenyl)-1,3-thiazolidine-4-carboxylic acid","O=C(O)C1NC(SC1)C=2C=CC=C(Br)C2",288.164,288.164,286.96156,-0.7188,-2.668,3,2,170.2,0.32368,74.63,0.21725,"none","none","none","none",0.6,0.37496,0.70898,1,15,5,0,5,2,2,2,2,1,6,6,0,0,0,0,0,0,1,1,"NewGeroprotectors"
"5-fluoroquinazolin-4-amine","FC1=CC=CC=2N=CN=C(N)C12",163.155,163.155,163.054575,1.1882,-3.028,3,1,120.25,0.30944,51.8,-3.2484,"none","none","none","none",0.5,0,0.76753,1,12,4,0,4,0,0,2,2,2,10,0,0,0,0,0,0,2,0,0,"NewGeroprotectors"
"3-amino-N-methylbenzamide","O=C(NC)C=1C=CC=C(N)C1",150.18,150.18,150.079313,0.4211,-1.697,3,2,123.25,0.32268,55.12,1.4223,"none","none","none","none",0.63636,0.39473,0.64378,1,11,3,0,3,0,1,1,1,1,6,1,0,1,1,0,1,0,0,0,"NewGeroprotectors"
"6-methyl-1,3-benzothiazol-2-amine","N1=C(SC=2C=C(C=CC12)C)N",164.232,164.232,164.040818,2.1286,-3.003,2,1,123.34,0.37782,67.15,-0.54684,"none","none","none","none",0.63636,0,0.71958,1,11,3,0,3,0,0,2,2,2,9,1,0,0,0,0,0,1,1,0,"NewGeroprotectors"
"3-hydroxyhexanoic acid","O=C(O)CC(O)CCC",132.158,132.158,132.078645,0.4967,-1.14,3,2,109.99,0.35676,57.53,-1.0075,"none","none","none","none",0.77778,0.74676,0.57565,1,9,3,0,3,1,4,0,0,0,0,7,0,0,0,0,0,0,0,1,"NewGeroprotectors"
"4,6-difluoro-1,3-benzothiazol-2-amine","FC=1C=C(F)C=2N=C(SC2C1)N",186.185,186.185,186.006324,1.9863,-3.287,2,1,123.78,0.37647,67.15,-1.8108,"none","none","none","none",0.58333,0,0.76416,1,12,5,0,5,0,0,2,2,2,9,0,0,0,0,0,0,1,1,0,"NewGeroprotectors"
"2,3-disulfanylpropane-1-sulfonic acid","O=S(=O)(O)CC(S)CS",188.292,188.292,187.963555,-1.0511,-1.718,3,1,120.17,0.72314,140.35,-12.762,"none","none","none","none",0.66667,0.82325,0.64124,1,9,6,0,6,1,3,0,0,0,0,7,1,0,0,0,0,0,0,1,"NewGeroprotectors"
"3-phenyl-2-sulfanylidene-1,3-thiazolidin-4-one","O=C1N(C(=S)SC1)C=2C=CC=CC2",209.293,209.293,208.996904,0.7789,-3.153,2,0,151.77,0.40904,77.7,1.4824,"none","none","none","none",0.53846,0.31314,0.63126,1,13,4,0,4,0,1,2,2,1,6,3,2,1,0,0,0,0,0,0,"NewGeroprotectors"
"2-amino-3-cyclopentylpropanoic acid","O=C(O)C(N)CC1CCCC1",157.212,157.212,157.110279,-1.5346,-1.732,3,2,126.42,0.32756,63.32,-13.168,"none","none","none","none",0.63636,0.60198,0.56664,1,11,3,0,3,1,3,1,1,0,0,9,2,0,1,1,0,0,1,1,"NewGeroprotectors"
"2-(3-hydroxypropyl)pyrrolidin-3-ol","OCCCC1NCCC1O",145.201,145.201,145.110279,-0.1428,-0.867,3,3,117.96,0.31926,52.49,-3.4527,"none","none","none","none",0.7,0.50646,0.65162,1,10,3,0,3,2,3,1,1,0,0,10,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"4-(2,4-difluorophenyl)-1,3-thiazol-2-amine","FC=1C=CC(=C(F)C1)C=2N=C(SC2)N",212.223,212.223,212.021974,2.5594,-3.831,2,1,148.94,0.31288,67.15,1.4404,"none","none","none","none",0.64286,0.35014,0.67534,1,14,5,0,5,0,1,2,2,2,11,0,0,0,0,0,0,1,1,0,"NewGeroprotectors"
"N,N-dimethyl-1,2,3-trithian-5-amine","S1SCC(N(C)C)CS1",181.347,181.347,181.005359,0.7841,-1.934,1,0,127.31,0.44003,79.14,1.9955,"none","none","none","none",0.66667,0.55276,0.65976,1,9,4,0,4,0,1,1,1,0,0,9,3,0,1,1,0,0,1,0,"NewGeroprotectors"
"7-(hydroxymethyl)-2,11,11-trimethyl-6-oxatetracyclo[7.3.0.0¶ý,ƒ?æ.0ƒ?æ,ƒ?ú]dodecan-8-ol","OCC12OC32CCC3(C)C4CC(C)(C)CC4C1O",252.353,252.353,252.172545,1.2152,-2.581,3,2,174.57,0.25119,52.99,-2.3532,"none","none","none","none",0.44444,0.22173,0.90064,1,18,3,0,3,6,1,4,5,0,0,18,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"2,6-dimethyl-4H-pyran-4-thione","S=C1C=C(OC(=C1)C)C",140.206,140.206,140.029585,1.0382,-0.864,1,0,116.65,0.32576,41.32,-3.7575,"none","none","none","none",0.55556,0.15971,0.67701,1,9,2,0,2,0,0,1,1,0,0,4,3,0,0,0,0,0,0,0,"NewGeroprotectors"
"Isonipecotic Acid","O=C(O)C1CCNCC1",129.158,129.158,129.078979,-2.3259,-0.76,3,2,103.1,0.36469,49.33,-0.41726,"none","none","none","none",0.66667,0.523,0.62123,1,9,3,0,3,0,1,1,1,0,0,7,2,0,1,1,0,0,1,1,"NewGeroprotectors"
"benzylurea","O=C(N)NCC=1C=CC=CC1",150.18,150.18,150.079313,0.4502,-2.037,3,2,124.75,0.3188,55.12,1.0225,"none","none","none","none",0.72727,0.54643,0.52781,1,11,3,0,3,0,2,1,1,1,6,1,2,2,0,0,0,0,0,0,"NewGeroprotectors"
"Nipecotamide","O=C(N)C1CNCCC1",128.174,128.174,128.094963,-0.6603,-0.836,3,2,105.27,0.37779,55.12,2.3599,"none","none","none","none",0.66667,0.2682,0.7083,1,9,3,0,3,1,1,1,1,0,0,6,0,1,1,1,0,0,1,0,"NewGeroprotectors"
"4-(4-aminophenyl)-1,3-thiazol-2-amine","N1=C(SC=C1C=2C=CC(N)=CC2)N",191.257,191.257,191.051717,1.6805,-3.279,3,2,144.76,0.4274,93.17,2.7804,"none","none","none","none",0.69231,0.3672,0.58491,1,13,4,0,4,0,1,2,2,2,11,0,2,0,1,0,1,1,1,0,"NewGeroprotectors"
"Flammuspirone G","O=C1C(=CC2(C1)C(O)C(CC(O)C2C)C(C)C)C",252.353,252.353,252.172545,2.0071,-2.613,3,2,191.13,0.20531,57.53,-0.26269,"none","none","none","none",0.44444,0.34698,0.84972,1,18,3,0,3,5,1,2,2,0,0,14,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"Flammuspirone B","O=C1C(=CC2(C1)C(O)C(C(O)CC2C)C(C)C)C",252.353,252.353,252.172545,2.0071,-2.613,3,2,191.13,0.20531,57.53,1.1507,"none","none","none","none",0.44444,0.34698,0.84008,1,18,3,0,3,5,1,2,2,0,0,14,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"Hypocrellutin C","O=C1C=CNC=2OC3(C)CC(C)CC(C)C(C12)C3C",261.364,261.364,261.172879,2.6257,-4.607,3,1,198.6,0.17372,38.33,2.5732,"none","none","none","none",0.42105,0.32566,0.85664,1,19,3,0,3,5,0,3,3,0,0,12,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"(3S,7R)-1,4-Epi-3,7-Dihydroxyacoren-10-One","O=C1C=C(C)C(O)CC12C(C)C(O)CC2C(C)C",252.353,252.353,252.172545,2.0071,-2.613,3,2,191.13,0.20531,57.53,-1.1841,"none","none","none","none",0.44444,0.27839,0.80083,1,18,3,0,3,5,1,2,2,0,0,14,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"4-(4-methylphenyl)-1,3-thiazol-2-amine","N1=C(SC=C1C=2C=CC(=CC2)C)N",190.269,190.269,190.056468,2.7017,-3.547,2,1,148.5,0.3138,67.15,2.6862,"none","none","none","none",0.69231,0.3672,0.58491,1,13,3,0,3,0,1,2,2,2,11,1,2,0,0,0,0,1,1,0,"NewGeroprotectors"
"Brasilanone F","O=C1C2=C(C(O)C(C)(C)CC2C(C)C1)C(O)(C)C",252.353,252.353,252.172545,2.0979,-2.416,3,2,187.01,0.20983,57.53,-2.6568,"none","none","none","none",0.38889,0.36014,0.85945,1,18,3,0,3,3,1,2,2,0,0,14,2,0,0,0,0,0,0,0,"NewGeroprotectors"
"(4R,5R,7R,8R)-Eremophil-9-Ene-4,8,11-Triol","OC1C=C2CCCC(O)(C)C2(C)CC1C(O)(C)C",254.368,254.368,254.188195,1.8847,-2.46,3,3,190.57,0.20622,60.69,-0.86267,"none","none","none","none",0.44444,0.41541,0.82494,1,18,3,0,3,4,1,2,2,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"(2S,4S,5S,7S)-2,11-Dihydroxyeremophil-9-En-8-One","O=C1C=C2CC(O)CC(C)C2(C)CC1C(O)(C)C",252.353,252.353,252.172545,1.9997,-2.562,3,2,190.3,0.2062,57.53,1.321,"none","none","none","none",0.5,0.39181,0.81997,1,18,3,0,3,4,1,2,2,0,0,14,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"Heterocornol C","OC1=CC=CC=2C=CC(OCC12)C(O)C",206.24,206.24,206.094295,0.8587,-2.335,3,2,159.98,0.22628,49.69,-1.5353,"none","none","none","none",0.53333,0.34556,0.70898,1,15,3,0,3,2,1,2,2,1,6,7,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"Acaciicolinol H","O=C1CCC(C)(C)C2(CC=C(CO)C(O)C2)C1C",252.353,252.353,252.172545,1.9333,-2.522,3,2,193.06,0.20325,57.53,-0.53669,"none","none","none","none",0.5,0.34958,0.81625,1,18,3,0,3,3,1,2,2,0,0,14,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-Hydroxytrichodenone C","O=C1C(Cl)=C(C(O)C)C(O)C1",176.598,176.598,176.024022,0.1662,-1.591,3,2,119.81,0.32752,57.53,-0.44032,"none","none","none","none",0.54545,0.32328,0.83178,1,11,4,0,4,2,1,1,1,0,0,6,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"Penicieudesmol B","OC1CC(C)C2CC(O)(C(=C)C)CCC2(C)C1O",254.368,254.368,254.188195,2.1992,-2.678,3,3,190.94,0.20582,60.69,-13.363,"none","none","none","none",0.5,0.43439,0.8024,1,18,3,0,3,6,1,2,2,0,0,16,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"Deacetylsesquiterpene","OC1C(=CC2C(C(=C)C)CCC(C)C2(O)C1O)C",252.353,252.353,252.172545,2.0325,-2.397,3,3,190.22,0.2066,60.69,-18.347,"none","none","none","none",0.44444,0.43014,0.84323,1,18,3,0,3,6,1,2,2,0,0,14,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"Libertalide D","O=C1OC2(C=CC3CC(O)(C)CCC3C2(C)CC1)C",264.364,264.364,264.172545,2.036,-3.121,3,1,195.41,0.18494,46.53,-2.4606,"none","none","none","none",0.52632,0.32941,0.85521,1,19,3,0,3,5,0,3,3,0,0,15,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"Chondroterpene G","OC1C2=CC(C)(C)CC2C3(C)C(C)C(O)CC13O",252.353,252.353,252.172545,1.4543,-2.394,3,3,174.55,0.22515,60.69,0.92333,"none","none","none","none",0.44444,0,0.90501,1,18,3,0,3,6,0,3,3,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"Chondroterpene F","OC1CC2(O)C(O)C3CC(C)(C)CC3C2(C)C1C",254.368,254.368,254.188195,1.5588,-2.658,3,3,176.1,0.22317,60.69,0.19422,"none","none","none","none",0.44444,0,0.85875,1,18,3,0,3,7,0,3,3,0,0,18,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-Bromogentisyl Alcohol","BrC=1C=C(O)C=C(C1O)CO",219.034,219.034,217.957856,1.0961,-1.742,3,3,124.7,0.31516,60.69,-4.0356,"none","none","none","none",0.54545,0.24344,0.76133,1,11,4,0,4,0,1,1,1,1,6,4,0,0,0,0,0,0,0,0,"NewGeroprotectors"
