"Name","smiles","Total.Molweight","Molweight","Monoisotopic.Mass","cLogP","cLogS","H.Acceptors","H.Donors","Total.Surface.Area","Relative.PSA","Polar.Surface.Area","Druglikeness","Mutagenic","Tumorigenic","Reproductive.Effective","Irritant","Shape.Index","Molecular.Flexibility","Molecular.Complexity","Fragments","Non.H.Atoms","Non.C.H.Atoms","Metal.Atoms","Electronegative.Atoms","Stereo.Centers","Rotatable.Bonds","Rings.Closures","Small.Rings","Aromatic.Rings","Aromatic.Atoms","sp3.Atoms","Symmetric.atoms","Amides","Amines","Alkyl.Amines","Aromatic.Amines","Aromatic.Nitrogens","Basic.Nitrogens","Acidic.Oxygens","DataSet"
"3-[(methylsulfanyl)methylidene]pyrrolidine-2-thione","S=C1NCCC1=CSC",159.276,159.276,159.017639,0.342,-2.219,1,1,126.15,0.45145,69.42,1.2201,"none","none","none","none",0.66667,0.2976,0.76113,1,9,3,0,3,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-hydroxy-2-(2-hydroxyethyl)cyclohexan-1-one","O=C1CCCCC1(O)CCO",158.196,158.196,158.094295,0.3172,-1.275,3,2,123.42,0.31794,57.53,-8.8815,"none","none","none","none",0.63636,0.51211,0.70527,1,11,3,0,3,1,2,1,1,0,0,9,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-aminoheptanoic acid","O=C(O)CC(N)CCCC",145.201,145.201,145.110279,-1.1735,-1.486,3,2,125.92,0.32886,63.32,-6.1455,"none","none","none","none",0.8,0.69268,0.59947,1,10,3,0,3,1,5,0,0,0,0,8,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"3-{2H,3H,9H-pyrido[2,3-b]indol-4-yl}-1H-indole","N1=C2NC=3C=CC=CC3C2=C(C4=CNC=5C=CC=CC54)CC1",285.349,285.349,285.126597,2.1444,-3.795,3,2,215.06,0.17186,40.18,2.0356,"none","none","none","none",0.5,0.25296,0.91217,1,22,3,0,3,0,1,5,5,3,15,2,0,0,0,0,0,1,1,0,"NewGeroprotectors"
"3-Hydroxy-2,5-Toluqui¶ðNone","O=C1C=C(O)C(=O)C(=C1)C",138.122,138.122,138.031695,0.0248,-1.053,3,1,103.53,0.37844,54.37,-0.70872,"none","none","none","none",0.6,0.18528,0.70527,1,10,3,0,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"Naphthalene-1,4,5-Triol","OC1=CC=C(O)C=2C(O)=CC=CC12",176.171,176.171,176.047345,1.8169,-2.334,3,3,126.91,0.30967,60.69,-2.2721,"none","none","none","none",0.46154,0,0.70389,1,13,3,0,3,0,0,2,2,2,10,3,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-hydroxypentanoic acid","O=C(O)C(O)CCC",118.131,118.131,118.062995,0.0423,-0.87,3,2,96.23,0.40777,57.53,-2.0425,"none","none","none","none",0.75,0.62473,0.73241,1,8,3,0,3,1,3,0,0,0,0,6,0,0,0,0,0,0,0,1,"NewGeroprotectors"
"N-Methylnicotinamide","O=C(NC)C=1C=NC=CC1",136.154,136.154,136.063663,0.0975,-0.826,3,1,113.49,0.31254,41.99,1.4779,"none","none","none","none",0.7,0.41679,0.65162,1,10,3,0,3,0,1,1,1,1,6,1,0,1,0,0,0,1,0,0,"NewGeroprotectors"
"2,10,10-trimethyl-3-methylidenetricyclo[6.3.0.0¶ý,ƒ?ô]undecane-4,6,8-triol","OC1C(=C)C2(C)C3CC(C)(C)CC3(O)CC2(O)C1",252.353,252.353,252.172545,1.5613,-2.51,3,3,173.26,0.22683,60.69,-2.7644,"none","none","none","none",0.44444,0,0.89007,1,18,3,0,3,5,0,3,3,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"11-methyl-13-azabicyclo[7.3.1]tridecan-5-one","O=C1CCCC2NC(CCC1)CC(C)C2",209.332,209.332,209.177964,2.8138,-3.129,2,1,175.55,0.13956,29.1,-3.5855,"none","none","none","none",0.6,0.34315,0.61678,1,15,2,0,2,2,0,2,1,0,0,13,5,0,1,1,0,0,1,0,"NewGeroprotectors"
"Lateriflorol","OC1CC(C)C2(C)CC(C(=C)C)C(O)C(O)C2C1",254.368,254.368,254.188195,2.1705,-2.729,3,3,191.77,0.20493,60.69,-18.829,"none","none","none","none",0.5,0.44669,0.81766,1,18,3,0,3,7,1,2,2,0,0,16,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"Versiol","O=C1CCOC2(C=CC3=CC(C)CC(O)C3C12C)C",262.348,262.348,262.156895,1.7606,-2.578,3,1,194.69,0.18563,46.53,2.7159,"none","none","none","none",0.47368,0.32802,0.91691,1,19,3,0,3,5,0,3,3,0,0,13,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"Alpha-(Methylenecyclopropyl)Glycine","O=C(O)C(N)C1C(=C)C1",127.142,127.142,127.063329,-2.4299,-0.985,3,2,94.13,0.43992,63.32,-8.7729,"none","none","none","none",0.66667,0.65069,0.72259,1,9,3,0,3,2,2,1,1,0,0,5,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"pyridine-2-carboxamide","O=C(N)C1=NC=CC=C1",122.127,122.127,122.048013,-0.2,-0.934,3,1,98.29,0.39963,55.98,-0.67966,"none","none","none","none",0.66667,0.4098,0.72259,1,9,3,0,3,0,1,1,1,1,6,0,0,1,0,0,0,1,0,0,"NewGeroprotectors"
"4-methyl-1H-pyrrole-2-carboxylic acid","O=C(O)C1=CC(=CN1)C",125.127,125.127,125.047679,0.2651,-1.021,3,2,99.19,0.40458,53.09,2.2816,"none","none","none","none",0.66667,0.31762,0.77276,1,9,3,0,3,0,1,1,1,1,5,2,0,0,0,0,0,1,0,1,"NewGeroprotectors"
"1,4a-dimethyl-7-(propan-2-yl)-decahydronaphthalene-1,2,7-triol","OC1CCC2(C)CCC(O)(CC2C1(O)C)C(C)C",256.384,256.384,256.203845,2.0253,-2.724,3,3,192.12,0.20456,60.69,-6.1136,"none","none","none","none",0.44444,0.40192,0.81194,1,18,3,0,3,5,1,2,2,0,0,18,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"1,4-Imino-1,2,4-Trideoxy-D-Arabinitol","OCC1NCCC1O",117.147,117.147,117.078979,-1.0516,-0.327,3,3,90.44,0.41641,52.49,2.4545,"none","none","none","none",0.625,0.34597,0.72259,1,8,3,0,3,2,1,1,1,0,0,8,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"Infuscol C","OC1CC(C2OC2C1(O)C)C3(C)CCCC3(C)C",254.368,254.368,254.188195,1.6997,-2.874,3,2,188.66,0.23243,52.99,-1.8931,"none","none","none","none",0.44444,0.42393,0.81812,1,18,3,0,3,6,1,3,4,0,0,18,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"Erinapyrone A","O=C1C=C(OC(C)C1)CO",142.153,142.153,142.062995,-0.0208,-1.264,3,1,111.09,0.32532,46.53,1.505,"none","none","none","none",0.6,0.32313,0.69315,1,10,3,0,3,1,1,1,1,0,0,6,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"4-(ethoxymethyl)benzene-1,2-diol","OC1=CC=C(C=C1O)COCC",168.191,168.191,168.078645,1.2051,-1.336,3,2,135.74,0.26669,49.69,-3.7048,"none","none","none","none",0.75,0.42797,0.59725,1,12,3,0,3,0,3,1,1,1,6,6,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"6-bromo-1H-indole-4,5-diol","BrC1=CC=2NC=CC2C(O)=C1O",228.045,228.045,226.95819,1.7328,-2.383,3,3,128.76,0.31213,56.25,-2.5208,"none","none","none","none",0.5,0,0.80472,1,12,4,0,4,0,0,2,2,2,9,2,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"1,4-dihydroxy-1-methyl-7-(propan-2-yl)-1,2-dihydronaphthalen-2-one","O=C1C=C(O)C=2C=CC(=CC2C1(O)C)C(C)C",232.278,232.278,232.109945,2.4156,-2.765,3,2,174.61,0.22473,57.53,2.1754,"none","none","none","none",0.47059,0.28166,0.83887,1,17,3,0,3,1,1,2,2,1,6,7,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"pyridin-3-amine","N=1C=CC=C(N)C1",94.1166,94.1166,94.053098,-0.0186,-0.897,2,1,80.54,0.3258,38.91,-1.9084,"none","none","none","none",0.71429,0,0.69315,1,7,2,0,2,0,0,1,1,1,6,0,0,0,1,0,1,1,0,0,"NewGeroprotectors"
"3-hydroxybenzamide","O=C(N)C=1C=CC=C(O)C1",137.138,137.138,137.047679,0.4012,-1.409,3,2,105.88,0.3911,63.32,-0.64565,"none","none","none","none",0.6,0.3819,0.61821,1,10,3,0,3,0,1,1,1,1,6,1,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"5,7-dihydroxy-11a-methyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-one","O=C1CCC2C3CC(O)C4CC(O)CCC4C3CCC12C",292.417,292.417,292.203845,2.4171,-3.749,3,2,210.2,0.18668,57.53,0.4797,"none","none","none","none",0.52381,0.30871,0.86458,1,21,3,0,3,8,0,4,4,0,0,19,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"4×?,5×?-Dihydroxy-2,5×?-Dimethylcyclohex-2-Enone","O=C1C(=CC(O)C(O)(C)C1)C",156.18,156.18,156.078645,0.1022,-1.009,3,2,116.35,0.33726,57.53,3.1185,"none","none","none","none",0.54545,0.30335,0.79406,1,11,3,0,3,2,0,1,1,0,0,7,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"Norloline","O1C2CN3CCC1C3C2N",140.185,140.185,140.094963,-1.2146,-0.617,3,1,93.1,0.30956,38.49,3.4233,"none","none","none","none",0.5,0,0.81253,1,10,3,0,3,4,0,3,5,0,0,10,0,0,2,2,0,0,2,0,"NewGeroprotectors"
"7-hydroxy-6,6,9a-trimethyl-dodecahydronaphtho[1,2-c]furan-3-one","O=C1OCC2C1CCC3C(C)(C)C(O)CCC23C",252.353,252.353,252.172545,1.9188,-2.98,3,1,183.5,0.19695,46.53,-0.62666,"none","none","none","none",0.5,0.27338,0.8236,1,18,3,0,3,5,0,3,3,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"6-hydroxy-2,3,3a,6,7,7a-hexahydro-1-benzofuran-2-one","O=C1OC2CC(O)C=CC2C1",154.164,154.164,154.062995,-0.1629,-1.51,3,1,112.12,0.32233,46.53,-1.7466,"none","none","none","none",0.63636,0.20879,0.73647,1,11,3,0,3,3,0,2,2,0,0,7,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-methyl-12'-methylidene-1',10'-diazaspiro[oxirane-2,14'-tetracyclo[11.2.2.0¶ü,¶û¶û.0ƒ?ï,ƒ?û]heptadecane]-3'(11'),4',6',8'-tetraene","O1C(C)C12CN3CC=4C=5C=CC=CC5NC4C(=C)C2CC3",280.37,280.37,280.157563,2.2145,-2.937,3,1,210.34,0.1673,31.56,1.6286,"none","none","none","none",0.47619,0.23386,0.93215,1,21,3,0,3,4,0,5,4,2,9,10,0,0,1,1,0,1,1,0,"NewGeroprotectors"
"benzylthiourea","S=C(N)NCC=1C=CC=CC1",166.247,166.247,166.056468,0.8469,-2.121,2,2,139.71,0.39174,70.14,-0.20544,"none","none","none","none",0.72727,0.60195,0.52781,1,11,3,0,3,0,2,1,1,1,6,2,2,0,0,0,0,0,0,0,"NewGeroprotectors"
"16-ethyl-9,15-diazatetracyclo[10.3.1.0¶ý,¶ûƒ?ø.0¶ü,ƒ?÷]hexadeca-2(10),3,5,7-tetraen-11-one","O=C1C=2NC=3C=CC=CC3C2C4NCCC1C4CC",254.332,254.332,254.141913,2.5441,-3.588,3,2,190.68,0.20186,44.89,2.7459,"none","none","none","none",0.47368,0.24302,0.92284,1,19,3,0,3,3,1,4,4,2,9,8,0,0,1,1,0,1,1,0,"NewGeroprotectors"
"butanamide","O=C(N)CCC",87.1215,87.1215,87.068414,0.2119,-1.075,2,1,79.55,0.35588,43.09,-2.9561,"none","none","none","none",0.83333,0.55444,0.80472,1,6,2,0,2,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"Cyclopropylalanine","O=C(O)C(N)CC1CC1",129.158,129.158,129.078979,-2.2186,-1.192,3,2,98.9,0.41871,63.32,-10.398,"none","none","none","none",0.66667,0.60586,0.62123,1,9,3,0,3,1,3,1,1,0,0,7,1,0,1,1,0,0,1,1,"NewGeroprotectors"
"Orsellinaldehyde","O=CC=1C(O)=CC(O)=CC1C",152.149,152.149,152.047345,1.2454,-1.692,3,2,117.76,0.33322,57.53,-4.177,"none","none","none","none",0.63636,0.28629,0.74271,1,11,3,0,3,0,1,1,1,1,6,3,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"Gymnasterkoreayne E","OC(C)C(O)C",90.1214,90.1214,90.06808,-0.1576,-0.726,2,2,75.72,0.34601,40.46,-2.704,"none","none","none","none",0.66667,0.75462,0.80472,1,6,2,0,2,2,1,0,0,0,0,6,3,0,0,0,0,0,0,0,"NewGeroprotectors"
"Yohimbol","OC1CCC2CN3CCC=4C=5C=CC=CC5NC4C3CC2C1",296.413,296.413,296.188863,2.9303,-3.302,3,2,219.9,0.13934,39.26,3.5612,"none","none","none","none",0.5,0.23321,0.90876,1,22,3,0,3,4,0,5,5,2,9,13,0,0,1,1,0,1,1,0,"NewGeroprotectors"
"Gaba","O=C(O)CCCN",103.12,103.12,103.063329,-2.4416,-0.568,3,2,87.4,0.4738,63.32,-2.6914,"none","none","none","none",0.85714,0.72051,0.53648,1,7,3,0,3,0,3,0,0,0,0,5,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"6,10-dihydroxy-1,1,4a,7-tetramethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-2-one","O=C1CCC2(C3=CC(O)=C(C=C3CC(O)C2C1(C)C)C)C",288.386,288.386,288.172545,2.966,-3.789,3,2,212.85,0.18436,57.53,-2.8839,"none","none","none","none",0.47619,0.27118,0.91337,1,21,3,0,3,3,0,3,3,1,6,13,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-amino-5-methylhexanoic acid","O=C(O)C(N)CCC(C)C",145.201,145.201,145.110279,-1.4096,-1.376,3,2,123.16,0.33623,63.32,-13.614,"none","none","none","none",0.7,0.70083,0.59947,1,10,3,0,3,1,4,0,0,0,0,8,1,0,1,1,0,0,1,1,"NewGeroprotectors"
"8-hydroxy-4,11-dimethyl-1H,2H,3H,4H,5H,6H,7H,7aH,8H,9H,9aH,10H,13H-indeno[3,3a-e]azonin-13-one","O=C1C=C(C)CC2CC(O)C3CCCN(C)CCCC123",277.406,277.406,277.204179,2.3847,-2.361,3,1,214.62,0.13834,40.54,3.1511,"none","none","none","none",0.5,0.28266,0.82973,1,20,3,0,3,4,0,3,2,0,0,16,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"3-hydroxy-4H-pyran-4-one","O=C1C=COC=C1O",112.084,112.084,112.016045,-0.8552,-1.292,3,1,85.31,0.42363,46.53,0.1606,"none","none","none","none",0.625,0.22401,0.64124,1,8,3,0,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-hydroxy-2,6,10,10-tetramethyl-1-oxaspiro[4.5]dec-6-en-8-one","O=C1C=C(C)C2(OC(O)(C)CC2)C(C)(C)C1",224.299,224.299,224.141245,1.8725,-2.32,3,1,166.86,0.21659,46.53,-1.7974,"none","none","none","none",0.5,0.16902,0.84323,1,16,3,0,3,2,0,2,2,0,0,12,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"1,4-dimethyl-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulene-1,4,5-triol","OC1CC(=CC2C(CCC2(O)C)C1(O)C)C(C)C",254.368,254.368,254.188195,1.8586,-2.443,3,3,191.4,0.20533,60.69,0.000359,"none","none","none","none",0.38889,0.35012,0.83644,1,18,3,0,3,5,1,2,2,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"7-hydroxy-4b,8,8-trimethyl-2,3,4,4a,4b,5,6,7,8,8a-decahydrophenanthren-2-one","O=C1C=C2C=CC3C(C)(C)C(O)CCC3(C)C2CC1",260.376,260.376,260.17763,2.9027,-3.317,2,1,198.45,0.13172,37.3,-0.1109,"none","none","none","none",0.52632,0.31003,0.84127,1,19,2,0,2,4,0,3,3,0,0,13,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"L-Baikiain","O=C(O)C1NCC=CC1",127.142,127.142,127.063329,-2.5459,-0.75,3,2,102.08,0.36834,49.33,-2.0006,"none","none","none","none",0.66667,0.44511,0.72259,1,9,3,0,3,1,1,1,1,0,0,5,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"2-hydroxy-2-(hydroxymethyl)-6,6-dimethylbicyclo[3.1.1]heptan-3-one","O=C1CC2CC(C1(O)CO)C2(C)C",184.234,184.234,184.109945,0.367,-1.478,3,2,128.57,0.3052,57.53,-0.51441,"none","none","none","none",0.46154,0.35732,0.75107,1,13,3,0,3,3,1,2,3,0,0,11,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"4-amino-2-methylbutanoic acid","O=C(O)C(C)CCN",117.147,117.147,117.078979,-2.2233,-0.728,3,2,98.4,0.42083,63.32,-0.28735,"none","none","none","none",0.75,0.82112,0.64864,1,8,3,0,3,1,3,0,0,0,0,6,0,0,1,1,0,0,1,1,"NewGeroprotectors"
"8a-methyl-4-methylidene-6-(prop-1-en-2-yl)-decahydronaphthalene-1,2,5-triol","OC1CC(=C)C2C(O)C(C(=C)C)CCC2(C)C1O",252.353,252.353,252.172545,2.1443,-2.632,3,3,189.76,0.2071,60.69,-19.595,"none","none","none","none",0.5,0.42879,0.83887,1,18,3,0,3,6,1,2,2,0,0,14,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"(+)-6Alpha-Carissanol","O=C1C(=C2C(O)C(CCC2(C)CC1)C(O)(C)C)C",252.353,252.353,252.172545,2.1706,-2.526,3,2,189.77,0.20678,57.53,-1.094,"none","none","none","none",0.44444,0.3467,0.83685,1,18,3,0,3,3,1,2,2,0,0,14,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"7-hydroxy-3,4-dihydro-2H-1,4-benzothiazin-3-one","O=C1NC2=CC=C(O)C=C2SC1",181.215,181.215,181.019749,-0.2021,-2.288,3,2,126.57,0.43525,74.63,1.4061,"none","none","none","none",0.66667,0.15931,0.74239,1,12,4,0,4,0,0,2,2,1,6,3,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"2-amino-3-[(3-methylbut-2-en-1-yl)sulfanyl]propanoic acid","O=C(O)C(N)CSCC=C(C)C",189.278,189.278,189.082349,-1.0819,-1.449,3,2,152.86,0.38532,88.62,-6.2084,"none","none","none","none",0.75,0.78174,0.51299,1,12,4,0,4,1,5,0,0,0,0,8,1,0,1,1,0,0,1,1,"NewGeroprotectors"
"14-hydroxy-14-(hydroxymethyl)-9-methyltetracyclo[11.2.1.0¶û,¶ûƒ?ø.0ƒ?ï,ƒ?û]hexadec-7-en-6-one","O=C1C=CC2(C)C(C1)CCC34CC(CCC32)C(O)(CO)C4",290.401,290.401,290.188195,2.0853,-3.269,3,2,207.52,0.18909,57.53,-1.8602,"none","none","none","none",0.52381,0.31606,0.89091,1,21,3,0,3,6,1,4,5,0,0,17,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"5-(aminomethyl)-2-(hydroxymethyl)phenol","OC1=CC(=CC=C1CO)CN",153.18,153.18,153.078979,-0.2785,-1.164,3,3,122,0.33992,66.48,-2.0495,"none","none","none","none",0.72727,0.36143,0.71107,1,11,3,0,3,0,2,1,1,1,6,5,0,0,1,1,0,0,1,0,"NewGeroprotectors"
"1-phenylethene-1,2-diol","OC=C(O)C=1C=CC=CC1",136.15,136.15,136.05243,0.6698,-1.732,2,2,110.67,0.23674,40.46,-1.4578,"none","none","none","none",0.7,0.41467,0.55452,1,10,2,0,2,0,1,1,1,1,6,2,2,0,0,0,0,0,0,0,"NewGeroprotectors"
"2,2,6,8-tetramethyltricyclo[5.3.1.0¶ü,ƒ?÷]undecane-3,9,10-triol","OC1C(O)C2(C)C3CC1C(C)(C)C2(O)CCC3C",254.368,254.368,254.188195,1.5588,-2.658,3,3,176.1,0.22317,60.69,-1.1755,"none","none","none","none",0.38889,0.37583,0.87495,1,18,3,0,3,7,0,3,4,0,0,18,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"13-hydroxy-7,7,12-trimethyl-5-oxatricyclo[8.4.0.0¶ý,ƒ?ô]tetradeca-1(14),2,10,12-tetraen-4-one","O=C1OC2C(=C1)C=3C=C(O)C(=CC3CCC2(C)C)C",258.316,258.316,258.125595,2.3151,-3.054,3,1,192.28,0.18796,46.53,-4.1074,"none","none","none","none",0.47368,0.14252,0.85376,1,19,3,0,3,1,0,3,3,1,6,9,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"6,6-dimethyl-4H,6H,7H-pyrano[4,3-d][1,3]thiazol-2-amine","N1=C(SC2=C1CC(OC2)(C)C)N",184.262,184.262,184.067033,0.9758,-2.407,3,1,135.43,0.41793,76.38,-0.47224,"none","none","none","none",0.58333,0.20186,0.75543,1,12,4,0,4,0,0,2,2,1,5,6,1,0,0,0,0,1,1,0,"NewGeroprotectors"
"7-hydroxy-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthrene-1-carboxylic acid","O=C(O)C1(C)CCCC2(C3=CC=C(O)C=C3CCC12)C",274.359,274.359,274.156895,2.9063,-3.667,3,2,203.35,0.19297,57.53,-3.4943,"none","none","none","none",0.5,0.33447,0.85875,1,20,3,0,3,3,1,3,3,1,6,12,0,0,0,0,0,0,0,1,"NewGeroprotectors"
"pyrrolidine-2-carboxamide","O=C(N)C1NCCC1",114.147,114.147,114.079313,-0.9469,-0.784,3,2,91.51,0.4346,55.12,0.13337,"none","none","none","none",0.625,0.42024,0.7083,1,8,3,0,3,1,1,1,1,0,0,5,0,1,1,1,0,0,1,0,"NewGeroprotectors"
"1H-indol-4-ol","OC1=CC=CC=2NC=CC12",133.15,133.15,133.052764,1.3533,-1.845,2,2,103.78,0.26103,36.02,-0.73083,"none","none","none","none",0.5,0,0.78637,1,10,2,0,2,0,0,2,2,2,9,1,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"4-methyl-1,3-thiazole","N1=CSC=C1C",99.1567,99.1567,99.014269,0.8348,-0.977,1,0,80.22,0.39055,41.13,0.13794,"none","none","none","none",0.66667,0,0.69315,1,6,2,0,2,0,0,1,1,1,5,1,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"4,4,7-trimethyl-4H,4aH,5H,6H,8aH,9H-naphtho[2,3-b]furan-6-ol","OC1C(=CC2CC=3OC=CC3C(C)(C)C2C1)C",232.322,232.322,232.14633,2.6982,-3.49,2,1,179.22,0.15182,33.37,-0.47617,"none","none","none","none",0.47059,0.26946,0.84708,1,17,2,0,2,3,0,3,3,1,5,10,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"Casuarinine J","OC12CC3=NC=CC=C3C4(NCCCC14)CC(C)C2",258.364,258.364,258.173213,1.8295,-2.567,3,2,189.97,0.18703,45.15,1.5659,"none","none","none","none",0.42105,0.30899,0.9553,1,19,3,0,3,4,0,4,4,1,6,13,0,0,1,1,0,1,1,0,"NewGeroprotectors"
"4-bromo-3-methyl-1H-pyrrole-2-carboxamide","O=C(N)C=1NC=C(Br)C1C",203.039,203.039,201.974174,0.5925,-1.931,3,2,119.99,0.35253,58.88,-3.9858,"none","none","none","none",0.6,0.33463,0.75684,1,10,4,0,4,0,1,1,1,1,5,1,0,1,0,0,0,1,0,0,"NewGeroprotectors"
"Calamusin I","O=C1C=C2C(O)(C)CCC(O)C2(C)CC1",210.272,210.272,210.125595,1.0938,-1.972,3,2,154.54,0.25391,57.53,2.8791,"none","none","none","none",0.46667,0.30096,0.81951,1,15,3,0,3,3,0,2,2,0,0,11,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"8-hydroxy-3,8,9a-trimethyl-5-methylidene-2H,4H,4aH,5H,6H,7H,7aH,8H,9H,9aH-azuleno[6,5-b]furan-2-one","O=C1OC2(C(=C1C)CC3C(=C)CCC3C(O)(C)C2)C",262.348,262.348,262.156895,2.2167,-2.825,3,1,190.41,0.1898,46.53,-3.3841,"none","none","none","none",0.42105,0.20913,0.88345,1,19,3,0,3,4,0,3,3,0,0,13,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"2-Methoxy-9H-Carbazol-3-Ol","OC1=CC2=C(C=C1OC)NC=3C=CC=CC32",213.235,213.235,213.078979,2.6002,-3.364,3,2,160.64,0.23089,45.25,-0.83777,"none","none","none","none",0.5625,0.11917,0.80548,1,16,3,0,3,0,1,3,3,3,13,3,0,0,0,0,0,1,0,0,"NewGeroprotectors"
"3-methyl-5-[2-(methylsulfanyl)ethyl]-2-sulfanylideneimidazolidin-4-one","O=C1N(C(=S)NC1CCSC)C",204.317,204.317,204.039103,0.426,-1.503,3,1,154.25,0.47676,89.73,4.1313,"none","none","none","none",0.66667,0.48612,0.69573,1,12,5,0,5,1,3,1,1,0,0,7,0,1,0,0,0,0,0,0,"NewGeroprotectors"
"7-(2-hydroxypropan-2-yl)-1-methyl-4-methylidene-decahydroazulene-1,7-diol","OC(C)(C)C1(O)CCC(=C)C2CCC(O)(C)C2C1",254.368,254.368,254.188195,1.9295,-2.559,3,3,190.11,0.20672,60.69,-2.7264,"none","none","none","none",0.38889,0.37083,0.79048,1,18,3,0,3,4,1,2,2,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"3,8-dihydroxy-3,8-dimethyl-5-(propan-2-yl)-decahydroazulen-4-one","O=C1C(CCC(O)(C)C2CCC(O)(C)C12)C(C)C",254.368,254.368,254.188195,2.1068,-2.758,3,2,191.85,0.20453,57.53,-3.5899,"none","none","none","none",0.38889,0.33894,0.8085,1,18,3,0,3,5,1,2,2,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-amino-4H-thieno[3,4-c]chromen-4-one","O=C1OC=2C=CC=CC2C3=CSC(N)=C13",217.248,217.248,217.019749,2.2862,-4.212,3,1,151.73,0.38667,80.56,0.6585,"none","none","none","none",0.53333,0.13759,0.8236,1,15,4,0,4,0,0,3,3,2,11,1,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"trifluoroacetamide","O=C(N)C(F)(F)F",113.038,113.038,113.008848,-0.2126,-1.275,2,1,69.23,0.40893,43.09,-24.96,"none","none","none","none",0.57143,0.78018,0.76753,1,7,5,0,5,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,"NewGeroprotectors"
"9-methyl-15-oxatetracyclo[7.6.1.0¶ý,ƒ?ú.0¶û¶ü,¶ûƒ?ô]hexadeca-2(7),3,5,10,12-pentaene-3,6-diol","OC1=CC=C(O)C2=C1CC3(C=CC=C4COC2C43)C",256.3,256.3,256.109945,2.2689,-2.333,3,2,181.86,0.19905,49.69,1.3607,"none","none","none","none",0.42105,0.15536,0.92725,1,19,3,0,3,3,0,4,4,1,6,9,0,0,0,0,0,0,0,0,"NewGeroprotectors"
"3-methyl-2-oxobutanamide","O=C(N)C(=O)C(C)C",115.131,115.131,115.063329,-0.6228,-0.887,3,1,94.54,0.43738,60.16,-6.0568,"none","none","none","none",0.625,0.80475,0.73241,1,8,3,0,3,0,2,0,0,0,0,3,1,1,0,0,0,0,0,0,"NewGeroprotectors"
"10-×?-Hydroxy Caf-603","OC1C=C(C)CCC2C(O)(C(O)CC12C)C(C)C",254.368,254.368,254.188195,1.8921,-2.511,3,3,191.4,0.20533,60.69,-0.74328,"none","none","none","none",0.44444,0.30834,0.83016,1,18,3,0,3,5,1,2,2,0,0,16,1,0,0,0,0,0,0,0,"NewGeroprotectors"
